TIMESTAMP;ASPECT;RATER1;RATER2;GROUP;COMP;TASK
Feb 12, 12 24 08 PM.png;usefulness;3;3;3;HH;computer
Feb 12, 12 25 34 PM.png;usefulness;1;1;3;HH;computer
Feb 12, 12 26 34 PM.png;usefulness;2;2;3;HH;computer
Feb 12, 12 46 14 PM.png;usefulness;3;2;4;HH;computer
Feb 12, 12 48 50 PM.png;usefulness;3;3;4;HH;computer
Feb 12, 12 51 05 PM.png;usefulness;2;2;4;HH;computer
Feb 20, 03 23 13 PM.png;usefulness;0;0;5;HH;computer
Feb 20, 03 24 40 PM.png;usefulness;0;0;5;HH;computer
Feb 20, 03 25 30 PM.png;usefulness;1;2;5;HH;computer
Feb 20, 03 27 25 PM.png;usefulness;2;2;5;HH;computer
Feb 20, 03 28 54 PM.png;usefulness;1;4;5;HH;computer
Jul 09, 2 26 37 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 29 39 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 30 51 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 31 22 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 32 04 PM.png;usefulness;2;2;6;HAI;computer
Jul 09, 2 33 32 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 34 43 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 37 25 PM.png;usefulness;0;0;6;HAI;computer
Jul 09, 2 38 59 PM.png;usefulness;2;2;6;HAI;computer
Jul 09, 2 41 53 PM.png;usefulness;0;0;6;HAI;computer
Jul 17, 2 11 27 PM.png;usefulness;2;2;7;HAI;computer
Jul 17, 2 12 51 PM.png;usefulness;2;2;7;HAI;computer
Jul 17, 2 16 34 PM.png;usefulness;0;0;7;HAI;computer
Jul 17, 2 18 19 PM.png;usefulness;0;0;7;HAI;computer
Jul 17, 2 19 22 PM.png;usefulness;1;1;7;HAI;computer
Jul 17, 3 49 38 PM.png;usefulness;1;2;8;HAI;computer
Jul 17, 3 50 54 PM.png;usefulness;3;2;8;HAI;computer
Jul 17, 3 52 12 PM.png;usefulness;0;0;8;HAI;computer
Jul 17, 3 57 00 PM.png;usefulness;1;2;8;HAI;computer
Jul 17, 3 57 36 PM.png;usefulness;4;3;8;HAI;computer
Jul 18, 10 21 45 AM.png;usefulness;2;3;9;HH;computer
Jul 18, 10 25 15 AM.png;usefulness;2;3;9;HH;computer
Jul 18, 10 26 55 AM.png;usefulness;0;0;9;HH;computer
Jul 18, 10 29 46 AM.png;usefulness;0;0;9;HH;computer
Jul 18, 10 32 43 AM.png;usefulness;0;0;9;HH;computer
Jul 18, 10 33 05 AM.png;usefulness;0;0;9;HH;computer
Jul 19, 10 14 09 AM.png;usefulness;0;0;11;HAI;computer
Jul 19, 10 15 07 AM.png;usefulness;2;1;11;HAI;computer
Jul 19, 10 15 44 AM.png;usefulness;4;3;11;HAI;computer
Jul 19, 10 17 33 AM.png;usefulness;3;2;11;HAI;computer
Jul 19, 10 18 34 AM.png;usefulness;2;1;11;HAI;computer
Jul 19, 9 10 11 AM.png;usefulness;0;0;12;HAI;computer
Jul 19, 9 13 30 AM.png;usefulness;3;3;12;HAI;computer
Jul 19, 9 15 07 AM.png;usefulness;3;4;12;HAI;computer
Jul 19, 10 52 32 AM.png;usefulness;0;0;13;HAI;computer
Jul 19, 10 54 23 AM.png;usefulness;2;1;13;HAI;computer
Jul 19, 11 02 15 AM.png;usefulness;3;2;13;HAI;computer
Jul 19, 9 17 30 AM.png;Usefulness;2;2;14;HAI;computer
Jul 19, 9 20 11 AM.png;Usefulness;3;2;14;HAI;computer
Jul 19, 9 22 07 AM.png;Usefulness;3;4;14;HAI;computer
Jul 20, 3 40 21 PM.png;usefulness;3;3;15;HH;computer
Jul 20, 3 40 50 PM.png;usefulness;3;3;15;HH;computer
Jul 20, 3 41 53 PM.png;usefulness;0;0;15;HH;computer
Jul 20, 3 42 44 PM.png;usefulness;1;1;15;HH;computer
Jul 24, 12 33 37 PM.png;usefulness;0;0;16;HH;computer
Jul 24, 12 36 09 PM.png;usefulness;2;1;16;HH;computer
Jul 24, 12 37 40 PM.png;usefulness;0;0;16;HH;computer
Jul 24, 12 39 11 PM.png;usefulness;2;3;16;HH;computer
Jul 24, 12 39 42 PM.png;usefulness;2;2;16;HH;computer
Jul 24, 12 41 00 PM.png;usefulness;2;4;16;HH;computer
Jul 24, 3 21 14 PM.png;usefulness;1;2;17;HAI;computer
Jul 24, 3 22 37 PM.png;usefulness;2;2;17;HAI;computer
Jul 24, 3 25 35 PM.png;usefulness;0;0;17;HAI;computer
Jul 25, 3 51 05 PM.png;usefulness;0;0;18;HAI;computer
Jul 25, 3 52 36 PM.png;usefulness;0;0;18;HAI;computer
Jul 25, 3 53 37 PM.png;usefulness;0;0;18;HAI;computer
Jul 25, 3 55 17 PM.png;usefulness;0;0;18;HAI;computer
Jul 25, 3 59 05 PM.jpg;usefulness;0;0;18;HAI;computer
Jul 26, 1 12 09 PM.png;usefulness;1;1;19;HH;computer
Jul 26, 1 14 44 PM.png;usefulness;0;0;19;HH;computer
Jul 26, 1 17 51 PM.png;usefulness;0;0;19;HH;computer
Jul 26, 1 19 56 PM.png;usefulness;0;0;19;HH;computer
Jul 30, 12 26 33 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 27 22 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 27 41 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 29 13 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 29 55 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 30 35 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 31 25 PM.png;usefulness;1;2;20;HH;computer
Jul 30, 12 31 34 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 32 10 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 32 15 PM.png;usefulness;0;0;20;HH;computer
Jul 30, 12 32 23 PM.png;usefulness;0;0;20;HH;computer
Sep 19, 8 46 34 AM.png;usefulness;2;1;21;HAI;computer
Sep 19, 8 47 29 AM.png;usefulness;0;0;21;HAI;computer
Sep 19, 8 47 49 AM.png;usefulness;3;2;21;HAI;computer
Sep 19, 8 47 59 AM.png;usefulness;1;2;21;HAI;computer
Sep 19, 8 48 54 AM.png;usefulness;0;0;21;HAI;computer
Sep 19, 8 49 52 AM.png;usefulness;2;3;21;HAI;computer
Sep 19, 8 50 59 AM.png;usefulness;0;0;21;HAI;computer
Sep 19, 8 51 22 AM.png;usefulness;1;1;21;HAI;computer
Sep 19, 8 51 31 AM.png;usefulness;1;1;21;HAI;computer
Sep 19, 8 51 58 AM.png;usefulness;1;1;21;HAI;computer
Sep 19, 8 52 25 AM.png;usefulness;2;1;21;HAI;computer
Sep 19, 8 52 56 AM.png;usefulness;0;0;21;HAI;computer
Sep 19, 8 53 49 AM.png;usefulness;0;0;21;HAI;computer
Sep 19, 8 54 01 AM.png;usefulness;0;0;21;HAI;computer
Feb 03, 12 43 37 PM.png;Usefulness;2;2;22;HAI;computer
Feb 03, 12 44 48 PM.png;Usefulness;3;2;22;HAI;computer
Feb 03, 12 45 27 PM.png;Usefulness;1;2;22;HAI;computer
